,Unnamed: 0,Country,Daily new confirmed cases of COVID-19,daily_vaccinations
10060631,10060631,United Kingdom,14158,165844
10061233,10061233,United Kingdom,12377,165844
10061835,10061835,United Kingdom,9933,165844
10062437,10062437,United Kingdom,11275,165844
10063039,10063039,United Kingdom,13299,165844
10063641,10063641,United Kingdom,11725,165844
10064243,10064243,United Kingdom,10544,165844
10064845,10064845,United Kingdom,9330,165844
10065447,10065447,United Kingdom,8507,165844
10066049,10066049,United Kingdom,7326,165844
10067253,10067253,United Kingdom,9836,165844
10067855,10067855,United Kingdom,9171,165844
10068457,10068457,United Kingdom,8355,165844
10069059,10069059,United Kingdom,7296,165844
10069661,10069661,United Kingdom,6549,165844
10070263,10070263,United Kingdom,5420,165844
10070865,10070865,United Kingdom,6547,165844
10071467,10071467,United Kingdom,8067,165844
10072069,10072069,United Kingdom,7309,165844
10072671,10072671,United Kingdom,6747,165844
10073273,10073273,United Kingdom,6193,165844
10073875,10073875,United Kingdom,5336,165844
10074477,10074477,United Kingdom,4494,165844
10075681,10075681,United Kingdom,6417,165844
10076885,10076885,United Kingdom,5000,165844
10077487,10077487,United Kingdom,4455,165844
10078089,10078089,United Kingdom,3837,165844
10078691,10078691,United Kingdom,3287,165844
10079293,10079293,United Kingdom,4085,165844
10079895,10079895,United Kingdom,5224,165844
10081099,10081099,United Kingdom,4554,165844
10081701,10081701,United Kingdom,3796,165844
10082905,10082905,United Kingdom,3112,165844
10085313,10085313,United Kingdom,4616,165844
10085915,10085915,United Kingdom,4350,165844
10086517,10086517,United Kingdom,3808,165844
10087119,10087119,United Kingdom,3417,165844
10088323,10088323,United Kingdom,5125,165844
10088925,10088925,United Kingdom,4579,165844
10090731,10090731,United Kingdom,3553,165844
10091333,10091333,United Kingdom,3268,165844
10092537,10092537,United Kingdom,5299,165844
10093139,10093139,United Kingdom,5150,165844
10094343,10094343,United Kingdom,4615,165844
10094945,10094945,United Kingdom,4105,165844
10095547,10095547,United Kingdom,3511,165844
10096751,10096751,United Kingdom,6165,165844
10098557,10098557,United Kingdom,6815,165844
10099159,10099159,United Kingdom,6485,165844
10099761,10099761,United Kingdom,5718,165844
10100363,10100363,United Kingdom,7241,165844
10100965,10100965,United Kingdom,8615,165844
10101567,10101567,United Kingdom,8251,165844
10102169,10102169,United Kingdom,8415,165844
10102771,10102771,United Kingdom,7895,165844
10103373,10103373,United Kingdom,7614,165844
10103975,10103975,United Kingdom,7065,165844
10104577,10104577,United Kingdom,9198,165844
10105179,10105179,United Kingdom,11690,165844
10105781,10105781,United Kingdom,10963,165844
10106383,10106383,United Kingdom,10229,165844
10106985,10106985,United Kingdom,9388,165844
10108791,10108791,United Kingdom,8558,165844
10109995,10109995,United Kingdom,9459,165844
10110597,10110597,United Kingdom,8763,165844
10111199,10111199,United Kingdom,8132,165844
10111801,10111801,United Kingdom,7967,165844
10113005,10113005,United Kingdom,7781,165844
10113607,10113607,United Kingdom,9995,165844
10114209,10114209,United Kingdom,8233,165844
10114811,10114811,United Kingdom,7597,165844
10115413,10115413,United Kingdom,6577,165844
10116015,10116015,United Kingdom,6298,165844
10117219,10117219,United Kingdom,5522,165844
10117821,10117821,United Kingdom,6805,165844
10118423,10118423,United Kingdom,5665,165844
10119627,10119627,United Kingdom,4857,165844
10120229,10120229,United Kingdom,4401,165844
10120831,10120831,United Kingdom,3583,165844
10121433,10121433,United Kingdom,4270,165844
10122637,10122637,United Kingdom,4547,165844
10123239,10123239,United Kingdom,4013,165844
10123841,10123841,United Kingdom,3679,165844
10124443,10124443,United Kingdom,3107,165844
10125045,10125045,United Kingdom,2664,165844
10125647,10125647,United Kingdom,3264,165844
10126249,10126249,United Kingdom,4321,165844
10127453,10127453,United Kingdom,3576,165844
10128657,10128657,United Kingdom,2891,165844
10129259,10129259,United Kingdom,2433,165844
10129861,10129861,United Kingdom,2912,165844
10130463,10130463,United Kingdom,3923,165844
10131065,10131065,United Kingdom,3532,165844
10131667,10131667,United Kingdom,3261,165844
10132269,10132269,United Kingdom,3034,165844
10132871,10132871,United Kingdom,2772,165844
10134075,10134075,United Kingdom,2889,165844
10135279,10135279,United Kingdom,3806,165844
10135881,10135881,United Kingdom,3615,165844
10137085,10137085,United Kingdom,2901,165844
10138289,10138289,United Kingdom,3447,165844
10138891,10138891,United Kingdom,4637,165844
10139493,10139493,United Kingdom,4384,165844
10140095,10140095,United Kingdom,3980,165844
10140697,10140697,United Kingdom,3505,165844
10141299,10141299,United Kingdom,3593,165844
10141901,10141901,United Kingdom,2748,165844
10143105,10143105,United Kingdom,5328,165844
10143707,10143707,United Kingdom,5242,165844
10144309,10144309,United Kingdom,5192,165844
10145513,10145513,United Kingdom,4212,165844
10146115,10146115,United Kingdom,3567,165844
10146717,10146717,United Kingdom,4632,165844
10147319,10147319,United Kingdom,6979,165844
10147921,10147921,United Kingdom,7110,165844
10148523,10148523,United Kingdom,6532,165844
10149125,10149125,United Kingdom,6091,165844
10149727,10149727,United Kingdom,6075,165844
10150931,10150931,United Kingdom,5756,165844
10151533,10151533,United Kingdom,9031,165844
10152135,10152135,United Kingdom,8582,165844
10152737,10152737,United Kingdom,7777,165844
10153339,10153339,United Kingdom,6867,165844
10153941,10153941,United Kingdom,5737,165844
10154543,10154543,United Kingdom,4132,165844
10155145,10155145,United Kingdom,3693,165844
10155747,10155747,United Kingdom,4938,165844
10156349,10156349,United Kingdom,6601,165844
10156951,10156951,United Kingdom,8413,165844
10157553,10157553,United Kingdom,7709,165844
10158155,10158155,United Kingdom,6118,165844
10158757,10158757,United Kingdom,4282,165844
10159359,10159359,United Kingdom,3656,165844
10159961,10159961,United Kingdom,5051,165844
10160563,10160563,United Kingdom,6259,165844
10161165,10161165,United Kingdom,5586,165844
10161767,10161767,United Kingdom,4665,165844
10162971,10162971,United Kingdom,2717,165844
10163573,10163573,United Kingdom,2796,165844
10164175,10164175,United Kingdom,3554,165844
10165981,10165981,United Kingdom,2453,165844
10166583,10166583,United Kingdom,2108,165844
10167787,10167787,United Kingdom,1845,165844
10168389,10168389,United Kingdom,2554,165844
10170195,10170195,United Kingdom,2024,165844
10172001,10172001,United Kingdom,1902,165844
10172603,10172603,United Kingdom,2645,165844
10173205,10173205,United Kingdom,2756,165844
10173807,10173807,United Kingdom,2621,165844
10175613,10175613,United Kingdom,1949,165844
10176215,10176215,United Kingdom,2452,165844
10178623,10178623,United Kingdom,3213,165844
10181031,10181031,United Kingdom,3964,165844
10182235,10182235,United Kingdom,3624,165844
10182837,10182837,United Kingdom,3316,165844
10184041,10184041,United Kingdom,2550,165844
10184643,10184643,United Kingdom,3163,165844
10185847,10185847,United Kingdom,4624,165844
10187051,10187051,United Kingdom,4133,165844
10187653,10187653,United Kingdom,3873,165844
10188255,10188255,United Kingdom,2937,165844
10188857,10188857,United Kingdom,3472,165844
10189459,10189459,United Kingdom,4020,165844
10190061,10190061,United Kingdom,3338,165844
10190663,10190663,United Kingdom,1998,165844
10251777,10251777,United States,968,4819
10253391,10253391,United States,2135,4819
10255005,10255005,United States,3229,4819
10255812,10255812,United States,4862,4819
10256619,10256619,United States,6113,4819
10257426,10257426,United States,7559,4819
10258233,10258233,United States,9110,4819
10259040,10259040,United States,10765,4819
10259847,10259847,United States,10754,4819
10260654,10260654,United States,11332,4819
10261461,10261461,United States,14115,4819
10263075,10263075,United States,20344,4819
10263882,10263882,United States,20673,4819
10264689,10264689,United States,26161,4819
10266303,10266303,United States,23260,4819
10267110,10267110,United States,28674,4819
10267917,10267917,United States,29790,4819
10268724,10268724,United States,32057,4819
10269531,10269531,United States,32134,4819
10270338,10270338,United States,26984,4819
10272759,10272759,United States,34148,4819
10273566,10273566,United States,34743,4819
10274373,10274373,United States,33179,4819
10275180,10275180,United States,31535,4819
10275987,10275987,United States,27094,4819
10276794,10276794,United States,25244,4819
10277601,10277601,United States,25259,4819
10278408,10278408,United States,25208,4819
10279215,10279215,United States,31494,4819
10280022,10280022,United States,30316,4819
10281636,10281636,United States,26070,4819
10282443,10282443,United States,26428,4819
10283250,10283250,United States,25927,4819
10284057,10284057,United States,30470,4819
10284864,10284864,United States,33211,4819
10285671,10285671,United States,34778,4819
10286478,10286478,United States,33603,4819
10287285,10287285,United States,26063,4819
10288092,10288092,United States,23758,4819
10288899,10288899,United States,23935,4819
10289706,10289706,United States,26774,4819
10290513,10290513,United States,31221,4819
10291320,10291320,United States,33082,4819
10292127,10292127,United States,28292,4819
10293741,10293741,United States,22324,4819
10294548,10294548,United States,22878,4819
10295355,10295355,United States,25440,4819
10296969,10296969,United States,28833,4819
10297776,10297776,United States,25917,4819
10298583,10298583,United States,20656,4819
10299390,10299390,United States,19950,4819
10301004,10301004,United States,17336,4819
10301811,10301811,United States,34643,4819
10302618,10302618,United States,26628,4819
10303425,10303425,United States,26081,4819
10304232,10304232,United States,19917,4819
10305039,10305039,United States,22744,4819
10305846,10305846,United States,21923,4819
10306653,10306653,United States,23506,4819
10308267,10308267,United States,25963,4819
10309074,10309074,United States,21465,4819
10309881,10309881,United States,20651,4819
10310688,10310688,United States,19379,4819
10311495,10311495,United States,17510,4819
10312302,10312302,United States,19508,4819
10313109,10313109,United States,24182,4819
10313916,10313916,United States,23741,4819
10314723,10314723,United States,24127,4819
10315530,10315530,United States,21466,4819
10316337,10316337,United States,17157,4819
10317144,10317144,United States,20974,4819
10317951,10317951,United States,20695,4819
10318758,10318758,United States,20870,4819
10319565,10319565,United States,24491,4819
10320372,10320372,United States,23285,4819
10321179,10321179,United States,18455,4819
10321986,10321986,United States,18151,4819
10322793,10322793,United States,18581,4819
10323600,10323600,United States,22181,4819
10325214,10325214,United States,28333,4819
10326021,10326021,United States,26434,4819
10327635,10327635,United States,20591,4819
10328442,10328442,United States,24777,4819
10329249,10329249,United States,25816,4819
10330056,10330056,United States,28520,4819
10330863,10330863,United States,33105,4819
10331670,10331670,United States,33467,4819
10333284,10333284,United States,28698,4819
10334091,10334091,United States,37887,4819
10334898,10334898,United States,37320,4819
10335705,10335705,United States,47021,4819
10336512,10336512,United States,46540,4819
10337319,10337319,United States,43653,4819
10338126,10338126,United States,37583,4819
10338933,10338933,United States,38517,4819
10339740,10339740,United States,47253,4819
10340547,10340547,United States,59342,4819
10341354,10341354,United States,55452,4819
10342161,10342161,United States,60366,4819
10342968,10342968,United States,48978,4819
10343775,10343775,United States,40413,4819
10344582,10344582,United States,50763,4819
10345389,10345389,United States,56754,4819
10346196,10346196,United States,64775,4819
10347003,10347003,United States,61943,4819
10347810,10347810,United States,68579,4819
10348617,10348617,United States,68262,4819
10349424,10349424,United States,58680,4819
10350231,10350231,United States,56287,4819
10351038,10351038,United States,64516,4819
10351845,10351845,United States,72389,4819
10352652,10352652,United States,69181,4819
10353459,10353459,United States,76952,4819
10354266,10354266,United States,67324,4819
10355073,10355073,United States,60012,4819
10355880,10355880,United States,58519,4819
10356687,10356687,United States,63336,4819
10357494,10357494,United States,72416,4819
10358301,10358301,United States,73142,4819
10359108,10359108,United States,73152,4819
10359915,10359915,United States,61596,4819
10360722,10360722,United States,57759,4819
10361529,10361529,United States,54007,4819
10362336,10362336,United States,58708,4819
10363143,10363143,United States,64855,4819
10363950,10363950,United States,66141,4819
10364757,10364757,United States,68184,4819
10365564,10365564,United States,56412,4819
10367985,10367985,United States,52056,4819
10368792,10368792,United States,55592,4819
10369599,10369599,United States,53165,4819
10370406,10370406,United States,62506,4819
10371213,10371213,United States,51679,4819
10372020,10372020,United States,46473,4819
10372827,10372827,United States,43377,4819
10373634,10373634,United States,58958,4819
10374441,10374441,United States,54392,4819
10375248,10375248,United States,51522,4819
10376055,10376055,United States,56261,4819
10376862,10376862,United States,51137,4819
10377669,10377669,United States,41495,4819
10379283,10379283,United States,41625,4819
10380090,10380090,United States,46574,4819
10380897,10380897,United States,46187,4819
10381704,10381704,United States,47181,4819
10382511,10382511,United States,42550,4819
10383318,10383318,United States,36210,4819
10384125,10384125,United States,35716,4819
10384932,10384932,United States,40574,4819
10386546,10386546,United States,46920,4819
10387353,10387353,United States,46546,4819
10388160,10388160,United States,40908,4819
10388967,10388967,United States,36635,4819
10389774,10389774,United States,38696,4819
10390581,10390581,United States,39178,4819
10391388,10391388,United States,43647,4819
10392195,10392195,United States,45272,4819
10393002,10393002,United States,50917,4819
10393809,10393809,United States,41129,4819
10394616,10394616,United States,34237,4819
10395423,10395423,United States,24876,4819
10397037,10397037,United States,34660,4819
10397844,10397844,United States,38583,4819
10398651,10398651,United States,44082,4819
10399458,10399458,United States,40371,4819
10400265,10400265,United States,32888,4819
10401072,10401072,United States,34336,4819
10401879,10401879,United States,36815,4819
10402686,10402686,United States,43910,4819
10403493,10403493,United States,44530,4819
10404300,10404300,United States,48127,4819
10405107,10405107,United States,42181,4819
10405914,10405914,United States,34450,4819
10406721,10406721,United States,41398,4819
10407528,10407528,United States,49528,4819
10408335,10408335,United States,41641,4819
10409949,10409949,United States,49615,4819
10410756,10410756,United States,42035,4819
10411563,10411563,United States,35551,4819
10412370,10412370,United States,38402,4819
10413177,10413177,United States,38881,4819
10413984,10413984,United States,45920,4819
10414791,10414791,United States,46624,4819
10415598,10415598,United States,50935,4819
10416405,10416405,United States,47727,4819
10417212,10417212,United States,35774,4819
10418019,10418019,United States,41602,4819
10418826,10418826,United States,41654,4819
10419633,10419633,United States,52594,4819
10420440,10420440,United States,56104,4819
10421247,10421247,United States,58794,4819
10422054,10422054,United States,54216,4819
10422861,10422861,United States,44423,4819
10423668,10423668,United States,49144,4819
10424475,10424475,United States,50497,4819
10425282,10425282,United States,57229,4819
10426089,10426089,United States,63046,4819
10426896,10426896,United States,69079,4819
10427703,10427703,United States,54548,4819
10428510,10428510,United States,48887,4819
10429317,10429317,United States,61362,4819
10430124,10430124,United States,58741,4819
10430931,10430931,United States,68657,4819
10431738,10431738,United States,74903,4819
10432545,10432545,United States,82340,4819
10433352,10433352,United States,76181,4819
10434159,10434159,United States,65610,4819
10434966,10434966,United States,69584,4819
10435773,10435773,United States,74961,4819
10436580,10436580,United States,84410,4819
10437387,10437387,United States,91130,4819
10438194,10438194,United States,97518,4819
10439001,10439001,United States,92783,4819
10439808,10439808,United States,141582,4819
10440615,10440615,United States,87188,4819
10441422,10441422,United States,98499,4819
10442229,10442229,United States,113875,4819
10443036,10443036,United States,122830,4819
10443843,10443843,United States,133337,4819
10444650,10444650,United States,129810,4819
10445457,10445457,United States,111648,4819
10446264,10446264,United States,124487,4819
10447071,10447071,United States,145951,4819
10447878,10447878,United States,153660,4819
10448685,10448685,United States,162300,4819
10449492,10449492,United States,176989,4819
10450299,10450299,United States,164239,4819
10451106,10451106,United States,137564,4819
10451913,10451913,United States,153374,4819
10452720,10452720,United States,167352,4819
10453527,10453527,United States,170904,4819
10454334,10454334,United States,188681,4819
10455141,10455141,United States,193369,4819
10455948,10455948,United States,173861,4819
10456755,10456755,United States,149783,4819
10457562,10457562,United States,160411,4819
10458369,10458369,United States,175183,4819
10459176,10459176,United States,194100,4819
10459983,10459983,United States,145029,4819
10460790,10460790,United States,164034,4819
10461597,10461597,United States,144575,4819
10462404,10462404,United States,141072,4819
10463211,10463211,United States,151905,4819
10464018,10464018,United States,192718,4819
10464825,10464825,United States,210074,4819
10465632,10465632,United States,216782,4819
10466439,10466439,United States,223806,4819
10467246,10467246,United States,205575,4819
10468053,10468053,United States,176909,4819
10468860,10468860,United States,183091,4819
10469667,10469667,United States,226982,4819
10470474,10470474,United States,221251,4819
10471281,10471281,United States,208835,4819
10472088,10472088,United States,245839,4819
10472895,10472895,United States,217153,4819
10473702,10473702,United States,181275,4819
10474509,10474509,United States,198204,4819
10475316,10475316,United States,198650,4819
10476123,10476123,United States,240266,4819
10476930,10476930,United States,246505,4819
10477737,10477737,United States,235875,4819
10478544,10478544,United States,202289,4819
10479351,10479351,United States,186429,4819
10480158,10480158,United States,183553,4819
10480965,10480965,United States,197759,4819
10481772,10481772,United States,226200,4819
10482579,10482579,United States,202550,4819
10483386,10483386,United States,161342,4819
10484193,10484193,United States,147119,4819
10485000,10485000,United States,154342,4819
10485807,10485807,United States,176774,4819
10486614,10486614,United States,208904,4819
10487421,10487421,United States,235818,4819
10488228,10488228,United States,229492,4819
10489035,10489035,United States,228546,4819
10489842,10489842,United States,225318,4819
10490649,10490649,United States,205458,4819
10491456,10491456,United States,174314,4819
10492263,10492263,United States,242441,4819
10493070,10493070,United States,257750,4819
10493877,10493877,United States,269765,4819
10494684,10494684,United States,292105,4819
10495491,10495491,United States,256294,4819
10496298,10496298,United States,224484,4819
10497105,10497105,United States,204122,4819
10497912,10497912,United States,217776,4819
10498719,10498719,United States,226378,4819
10499526,10499526,United States,223583,4819
10500333,10500333,United States,237318,4819
10501140,10501140,United States,209511,4819
10501947,10501947,United States,186583,4819
10502754,10502754,United States,154205,4819
10503561,10503561,United States,150233,4819
10504368,10504368,United States,188266,4819
10505175,10505175,United States,187644,4819
10505982,10505982,United States,189419,4819
10506789,10506789,United States,165512,4819
10507596,10507596,United States,141554,4819
10508403,10508403,United States,135591,4819
10509210,10509210,United States,145943,4819
10510017,10510017,United States,158965,4819
10510824,10510824,United States,156822,4819
10511631,10511631,United States,164238,4819
10512438,10512438,United States,138823,4819
10513245,10513245,United States,111938,4819
10514052,10514052,United States,129043,4819
10514859,10514859,United States,121330,4819
10515666,10515666,United States,108669,4819
10516473,10516473,United States,122620,4819
10517280,10517280,United States,124827,4819
10518087,10518087,United States,110180,4819
10518894,10518894,United States,92931,4819
10519701,10519701,United States,80726,4819
10520508,10520508,United States,91417,4819
10521315,10521315,United States,98339,4819
10522122,10522122,United States,99548,4819
10522929,10522929,United States,97431,4819
10523736,10523736,United States,85221,4819
10524543,10524543,United States,67413,4819
10525350,10525350,United States,58066,4819
10526157,10526157,United States,56871,4819
10526964,10526964,United States,63770,4819
10527771,10527771,United States,68568,4819
10528578,10528578,United States,73576,4819
10529385,10529385,United States,65510,4819
10530192,10530192,United States,56628,4819
10530999,10530999,United States,55821,4819
10531806,10531806,United States,70162,4819
10532613,10532613,United States,72358,4819
10533420,10533420,United States,71998,4819
10534227,10534227,United States,73274,4819
10535034,10535034,United States,68298,4819
10535841,10535841,United States,52570,4819
10536648,10536648,United States,51114,4819
10537455,10537455,United States,53761,4819
10538262,10538262,United States,66043,4819
10539069,10539069,United States,64859,4819
10539876,10539876,United States,64094,4819
10540683,10540683,United States,57710,4819
10541490,10541490,United States,43758,4819
10542297,10542297,United States,42703,4819
10543104,10543104,United States,54088,4819
10543911,10543911,United States,61755,4819
10544718,10544718,United States,59764,4819
10545525,10545525,United States,64222,4819
10546332,10546332,United States,52274,4819
10547139,10547139,United States,47230,4819
10547946,10547946,United States,43532,4819
10548753,10548753,United States,51806,4819
10549560,10549560,United States,59588,4819
10550367,10550367,United States,63099,4819
10551174,10551174,United States,62022,4819
10551981,10551981,United States,58456,4819
10552788,10552788,United States,45228,4819
10553595,10553595,United States,48228,4819
10554402,10554402,United States,57684,4819
10555209,10555209,United States,68021,4819
10556016,10556016,United States,65367,4819
10556823,10556823,United States,74834,4819
10557630,10557630,United States,63203,4819
10558437,10558437,United States,53256,4819
10559244,10559244,United States,58014,4819
10560051,10560051,United States,61789,4819
10560858,10560858,United States,69567,4819
10561665,10561665,United States,73685,4819
10562472,10562472,United States,70446,4819
10563279,10563279,United States,63695,4819
10564086,10564086,United States,45722,4819
10564893,10564893,United States,56400,4819
10565700,10565700,United States,63657,4819
10566507,10566507,United States,74627,4819
10567314,10567314,United States,75434,4819
10568121,10568121,United States,76415,4819
10568928,10568928,United States,68111,4819
10569735,10569735,United States,53239,4819
10570542,10570542,United States,60435,4819
10571349,10571349,United States,72206,4819
10572156,10572156,United States,70654,4819
10572963,10572963,United States,71498,4819
10573770,10573770,United States,71074,4819
10574577,10574577,United States,77212,4819
10575384,10575384,United States,49337,4819
10576191,10576191,United States,35281,4819
10576998,10576998,United States,57318,4819
10577805,10577805,United States,63049,4819
10578612,10578612,United States,61479,4819
10579419,10579419,United States,62419,4819
10580226,10580226,United States,51698,4819
10581033,10581033,United States,40847,4819
10581840,10581840,United States,30199,4819
10582647,10582647,United States,50313,4819
10583454,10583454,United States,54396,4819
10584261,10584261,United States,55643,4819
10585068,10585068,United States,55311,4819
10585875,10585875,United States,48352,4819
10586682,10586682,United States,36593,4819
10587489,10587489,United States,32953,4819
10588296,10588296,United States,42552,4819
10589103,10589103,United States,44541,4819
10589910,10589910,United States,42692,4819
10590717,10590717,United States,44641,4819
10591524,10591524,United States,37021,4819
10592331,10592331,United States,27538,4819
10593138,10593138,United States,24383,4819
10593945,10593945,United States,33073,4819
10594752,10594752,United States,35784,4819
10595559,10595559,United States,40435,4819
10596366,10596366,United States,35116,4819
10597173,10597173,United States,29837,4819
10597980,10597980,United States,21375,4819
10598787,10598787,United States,19453,4819
10599594,10599594,United States,27639,4819
10600401,10600401,United States,27491,4819
10602015,10602015,United States,27866,4819
10602822,10602822,United States,22224,4819
10603629,10603629,United States,16030,4819
10605243,10605243,United States,24571,4819
10606857,10606857,United States,21970,4819
10607664,10607664,United States,24780,4819
10608471,10608471,United States,15628,4819
10609278,10609278,United States,12350,4819
10610085,10610085,United States,9408,4819
10610892,10610892,United States,8935,4819
10613313,10613313,United States,18592,4819
10614120,10614120,United States,14734,4819
10614927,10614927,United States,11084,4819
10615734,10615734,United States,9898,4819
10617348,10617348,United States,19640,4819
10618155,10618155,United States,15924,4819
10618962,10618962,United States,13971,4819
10620576,10620576,United States,8721,4819
10622190,10622190,United States,12616,4819
10623804,10623804,United States,13484,4819
10624611,10624611,United States,11961,4819
10626225,10626225,United States,9047,4819
10627032,10627032,United States,8568,4819
10628646,10628646,United States,13841,4819
10629453,10629453,United States,15572,4819
10630260,10630260,United States,14971,4819
10631874,10631874,United States,10676,4819
10632681,10632681,United States,10438,4819
10633488,10633488,United States,15514,4819
10634295,10634295,United States,11639,4819
10635909,10635909,United States,16890,4819
10636716,10636716,United States,13189,4819
10637523,10637523,United States,10459,4819
10639137,10639137,United States,19962,4819
10639944,10639944,United States,22636,4819
10640751,10640751,United States,183538,4819
10641558,10641558,United States,27579,4819
10642365,10642365,United States,20875,4819
10643172,10643172,United States,16722,4819
10643979,10643979,United States,28892,4819
10644786,10644786,United States,34978,4819
10645593,10645593,United States,38299,4819
10646400,10646400,United States,40555,4819
10647207,10647207,United States,42258,4819
10648014,10648014,United States,32139,4819
10648821,10648821,United States,27993,4819
10649628,10649628,United States,45195,4819
10650435,10650435,United States,51040,4819
10651242,10651242,United States,61313,4819
10652049,10652049,United States,71708,4819
10652856,10652856,United States,69639,4819
10653663,10653663,United States,53795,4819
10654470,10654470,United States,43206,4819
10655277,10655277,United States,71245,4819
10656084,10656084,United States,85805,4819
10656891,10656891,United States,89149,4819
10657698,10657698,United States,99367,4819
10658505,10658505,United States,104519,4819
10659312,10659312,United States,80567,4819
10660119,10660119,United States,61188,4819
10660926,10660926,United States,102409,4819
10661733,10661733,United States,110283,4819
10662540,10662540,United States,126833,4819
10663347,10663347,United States,127854,4819
10664154,10664154,United States,133922,4819
10664961,10664961,United States,120252,4819
10665768,10665768,United States,96790,4819
10666575,10666575,United States,93050,4819
10667382,10667382,United States,135427,4819
10668189,10668189,United States,143479,4819
10668996,10668996,United States,151161,4819
10669803,10669803,United States,146305,4819
10670610,10670610,United States,139848,4819
10671417,10671417,United States,110712,4819
10672224,10672224,United States,108955,4819
10673031,10673031,United States,150448,4819
10673838,10673838,United States,168162,4819
10674645,10674645,United States,174382,4819
10675452,10675452,United States,167459,4819
10676259,10676259,United States,141824,4819
10677066,10677066,United States,124481,4819
10677873,10677873,United States,120825,4819
10678680,10678680,United States,162414,4819
10679487,10679487,United States,176904,4819
10680294,10680294,United States,186271,4819
10681101,10681101,United States,182171,4819
10681908,10681908,United States,150022,4819
10682715,10682715,United States,115672,4819
10683522,10683522,United States,138600,4819
10684329,10684329,United States,176801,4819
10685136,10685136,United States,197627,4819
10685943,10685943,United States,183417,4819
10686750,10686750,United States,182112,4819
10687557,10687557,United States,141762,4819
10688364,10688364,United States,123082,4819
10689171,10689171,United States,116004,4819
10689978,10689978,United States,114676,4819
10690785,10690785,United States,171241,4819
10691592,10691592,United States,183714,4819
10692399,10692399,United States,172091,4819
10693206,10693206,United States,153543,4819
10694013,10694013,United States,113838,4819
10694820,10694820,United States,118971,4819
10695627,10695627,United States,162147,4819
10696434,10696434,United States,163128,4819
10697241,10697241,United States,167335,4819
10698048,10698048,United States,158492,4819
10698855,10698855,United States,122574,4819
10699662,10699662,United States,94644,4819
10700469,10700469,United States,98378,4819
10701276,10701276,United States,132981,4819
10702083,10702083,United States,132730,4819
10702890,10702890,United States,138256,4819
10703697,10703697,United States,132731,4819
10704504,10704504,United States,96166,4819
10705311,10705311,United States,75238,4819
10706118,10706118,United States,107319,4819
10706925,10706925,United States,115452,4819
10707732,10707732,United States,116797,4819
10708539,10708539,United States,124042,4819
10709346,10709346,United States,120674,4819
10710153,10710153,United States,81968,4819
10710960,10710960,United States,66639,4819
10711767,10711767,United States,91816,4819
10712574,10712574,United States,101799,4819
10713381,10713381,United States,118223,4819
10714188,10714188,United States,113038,4819
10714995,10714995,United States,108501,4819
10715802,10715802,United States,70589,4819
10716609,10716609,United States,58449,4819
10717416,10717416,United States,77961,4819
10718223,10718223,United States,89638,4819
10719030,10719030,United States,96312,4819
10719837,10719837,United States,96871,4819
10720644,10720644,United States,92417,4819
10721451,10721451,United States,63002,4819
10722258,10722258,United States,47645,4819
10723065,10723065,United States,72322,4819
10723872,10723872,United States,80595,4819
10724679,10724679,United States,76534,4819
10725486,10725486,United States,87571,4819
10726293,10726293,United States,80874,4819
10727100,10727100,United States,36114,4819
10728714,10728714,United States,84460,4819
10729521,10729521,United States,101787,4819
10730328,10730328,United States,84199,4819
10731135,10731135,United States,103121,4819
10731942,10731942,United States,88448,4819
10732749,10732749,United States,34950,4819
10733556,10733556,United States,25347,4819
10734363,10734363,United States,117847,4819
10735170,10735170,United States,74593,4819
10735977,10735977,United States,78766,4819
10736784,10736784,United States,88850,4819
10737591,10737591,United States,89858,4819
10738398,10738398,United States,35987,4819
10739205,10739205,United States,31524,4819
10740012,10740012,United States,116391,4819
10740819,10740819,United States,82883,4819
10741626,10741626,United States,93749,4819
10742433,10742433,United States,73647,4819
10743240,10743240,United States,122999,4819
10744047,10744047,United States,69276,4819
10744854,10744854,United States,33593,4819
10745661,10745661,United States,133590,4819
10746468,10746468,United States,96915,4819
10747275,10747275,United States,105810,4819
10748082,10748082,United States,123870,4819
10748889,10748889,United States,113822,4819
10749696,10749696,United States,46194,4819
10750503,10750503,United States,38751,4819
10751310,10751310,United States,145378,4819
10752117,10752117,United States,101066,4819
10752924,10752924,United States,106535,4819
10753731,10753731,United States,72723,4819
10754538,10754538,United States,81747,4819
10755345,10755345,United States,51800,4819
10756152,10756152,United States,56537,4819
10756959,10756959,United States,93479,4819
10757766,10757766,United States,120690,4819
10758573,10758573,United States,133075,4819
10759380,10759380,United States,143869,4819
10760187,10760187,United States,151567,4819
10760994,10760994,United States,67352,4819
10761801,10761801,United States,55314,4819
10762608,10762608,United States,184043,4819
10763415,10763415,United States,125548,4819
10764222,10764222,United States,129708,4819
10765029,10765029,United States,137431,4819
10765836,10765836,United States,135573,4819
10766643,10766643,United States,63967,4819
10767450,10767450,United States,58109,4819
10768257,10768257,United States,185683,4819
10769064,10769064,United States,125442,4819
10769871,10769871,United States,146477,4819
10770678,10770678,United States,162668,4819
10771485,10771485,United States,156763,4819
10772292,10772292,United States,87584,4819
10773099,10773099,United States,102213,4819
10773906,10773906,United States,266159,4819
10774713,10774713,United States,203318,4819
10775520,10775520,United States,237883,4819
10776327,10776327,United States,278812,4819
10777134,10777134,United States,241450,4819
